A,B,C,D
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,999,B-footer,
256,0,B-header,
256,0,I-header,
256,0,I-header,
256,0,I-header,
256,1,H-speech,[hidden]
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
256,1,I-speech,
257,0,B-header,
257,0,I-header,
257,0,I-header,
257,0,I-header,
257,1,B-title,
257,2,B-presidencydeclaration,
257,3,B-other,
257,4,B-description,
257,4,I-description,
257,5,B-speech,"Fabrizi, segretario"
257,6,B-title,
257,7,B-speech,Presidente
257,8,B-title,
257,9,B-speech,Presidente
257,10,B-title,
257,11,B-speech,Mirabello
257,12,B-speech,Presidente
257,13,B-speech,Mirabello
257,13,I-speech,
257,14,B-speech,Presidente
257,15,B-speech,Giolitti
257,16,B-speech,Presidente
257,999,B-footer,
257,999,I-footer,
258,0,B-header,
258,0,I-header,
258,0,I-header,
258,0,I-header,
258,1,H-speech,[hidden]
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
258,1,I-speech,
259,0,B-header,
259,0,I-header,
259,1,B-description,
259,2,H-speech,[hidden]
259,3,B-speech,"Pisanelli, ministro di grazia e giustizia"
259,4,B-speech,Presidente
259,5,U-speech,[unknown] Una voce
259,6,B-speech,Lanza
259,7,B-speech,D'Ondes-Reggio
259,8,B-speech,Broglio
259,9,B-speech,D'Ondes-Reggio
259,10,B-speech,Presidente
259,10,I-speech,
259,11,B-speech,"Pisanelli, ministro di grazia e giustizia"
259,12,B-speech,Presidente
259,13,B-text,
259,14,B-speech,"Pisanelli, ministro di grazia e giustizia"
259,14,I-speech,
259,15,B-speech,Presidente
259,16,B-speech,Crispi
259,17,B-speech,Presidente
259,18,B-text,
259,19,N-speech,[inferred] Presidente
259,20,B-speech,Boggio
259,20,I-speech,
259,20,I-speech,
259,21,U-speech,[unknown] Voci
259,22,U-speech,[unknown] Altre voci
259,23,B-speech,Boggio
259,23,I-speech,
259,23,I-speech,
259,23,I-speech,
259,23,I-speech,
259,24,B-speech,Presidente
259,25,B-speech,Broglio
259,26,B-speech,Boggio
259,27,B-speech,Broglio
259,28,B-speech,Boggio
259,29,B-speech,Broglio
259,29,I-speech,
259,30,B-speech,Leardi
259,31,B-speech,Broglio
260,0,B-header,
260,0,I-header,
260,1,H-speech,[hidden]
260,1,I-speech,
260,1,I-speech,
260,1,I-speech,
260,1,I-speech,
260,2,B-speech,Civinini
260,3,B-speech,Bargoni
260,3,I-speech,
260,3,I-speech,
260,4,B-speech,Presidente
260,5,B-speech,Boggio
260,5,I-speech,
260,5,I-speech,
260,5,I-speech,
260,5,I-speech,
260,5,I-speech,
260,5,I-speech,
260,5,I-speech,
261,0,B-header,
261,0,I-header,
261,0,I-header,
261,0,I-header,
261,1,B-text,Salvemini
261,1,I-text,
261,2,B-text,Lazzari
261,2,I-text,
261,3,B-text,Bocconi
261,3,I-text,
261,4,B-text,Albertelli
261,4,I-text,
261,4,I-text,
261,5,B-text,Pignatari
261,5,I-text,
261,6,B-text,Pignatari
261,6,I-text,
261,7,B-text,Rubilli
261,7,I-text,
261,8,B-text,Sem Benelli
261,8,I-text,
262,0,B-header,
262,0,I-header,
262,0,I-header,
262,0,I-header,
262,1,H-speech,[hidden]
262,1,I-speech,
262,1,I-speech,
262,1,I-speech,
262,2,B-speech,Presidente
262,3,B-speech,"Fortis, sotto-segretario di Stato per l'interno"
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
262,3,I-speech,
263,0,B-header,
263,0,I-header,
263,0,I-header,
263,0,I-header,
263,1,B-title,
263,2,B-speech,Presidente
263,2,I-speech,
263,2,I-speech,
263,3,B-speech,"Frola, sottosegretario di Stato pel tesoro"
263,4,B-speech,Presidente
263,4,I-speech,
263,4,I-speech,
263,4,I-speech,
263,5,B-speech,"Afan de Rivera, sotto segretario di Stato per la guerra"
263,5,I-speech,
263,5,I-speech,
263,5,I-speech,
263,5,I-speech,
263,5,I-speech,
263,5,I-speech,
263,5,I-speech,
263,5,I-speech,
264,0,B-header,
264,0,I-header,
264,1,H-speech,[hidden]
264,1,I-speech,
264,2,B-speech,Maurogonato
264,3,B-speech,"Solidati, relatore"
264,3,I-speech,
264,3,I-speech,
264,3,I-speech,
264,4,B-speech,Presidente
264,5,B-speech,Maurogonato
264,5,I-speech,
264,5,I-speech,
264,5,I-speech,
264,5,I-speech,
265,0,B-header,
265,0,I-header,
265,0,I-header,
265,0,I-header,
265,1,H-speech,[hidden]
265,1,I-speech,
265,1,I-speech,
265,1,I-speech,
265,1,I-speech,
265,1,I-speech,
265,1,I-speech,
265,1,I-speech,
265,2,B-speech,Presidente
265,3,B-speech,Senatore Auriti
265,3,I-speech,
265,3,I-speech,
265,3,I-speech,
265,3,I-speech,
265,3,I-speech,
266,0,B-header,
266,0,I-header,
266,1,H-speech,[hidden]
266,1,I-speech,
266,2,B-speech,Presidente
266,3,B-speech,Pissavini
266,4,B-speech,Presidente
266,4,I-speech,
266,5,B-speech,Villa Tommaso
266,5,I-speech,
266,6,B-text,
266,7,B-speech,Presidente
266,8,B-speech,Villa Tommaso
266,9,U-speech,[unknown] Voci a destra
266,10,B-speech,Presidente
266,11,B-speech,Villa Tommaso
266,11,I-speech,
266,12,U-speech,[unknown] Voci a destra
266,13,B-description,
266,14,B-speech,Villa Tommaso
266,15,B-speech,Peruzzi
266,15,I-speech,
266,15,I-speech,
266,15,I-speech,
266,16,B-speech,Crispi
266,17,B-speech,Peruzzi
266,17,I-speech,
266,17,I-speech,
266,17,I-speech,
266,18,B-description,
266,19,N-speech,[inferred] Peruzzi
267,0,B-header,
267,0,I-header,
267,1,H-speech,[hidden]
267,1,I-speech,
267,1,I-speech,
267,1,I-speech,
267,1,I-speech,
267,1,I-speech,
267,1,I-speech,
267,1,I-speech,
267,2,B-speech,Senatore Audiffredi
267,3,B-speech,Senatore Conforti
267,4,B-speech,Presidente del Consiglio
267,5,B-speech,Ministro della Guerra
267,6,B-speech,Presidente
267,7,B-speech,Ministro della Guerra
267,7,I-speech,
267,7,I-speech,
267,999,B-footer,
268,0,B-header,
268,0,I-header,
268,0,I-header,
268,0,I-header,
268,1,B-text,Il Sottosegretario di Stato G. Casertano
268,1,I-text,
268,1,I-text,
268,1,I-text,
268,1,I-text,
268,1,I-text,
268,2,B-other,
268,2,I-other,
268,2,I-other,
269,0,B-header,
269,0,I-header,
269,0,I-header,
269,0,I-header,
269,1,H-speech,[hidden]
269,1,I-speech,
269,2,B-speech,Presidente
269,3,B-speech,"Genala, ministro dei lavori pubblici"
269,3,I-speech,
269,3,I-speech,
269,3,I-speech,
269,4,B-speech,Vischi
269,5,B-speech,"Genala, ministro dei lavori pubblici"
269,5,I-speech,
269,5,I-speech,
269,5,I-speech,
269,5,I-speech,
269,5,I-speech,
269,999,B-footer,
270,0,B-header,
270,0,I-header,
270,0,I-header,
270,0,I-header,
270,1,H-speech,[hidden]
270,1,I-speech,
270,1,I-speech,
270,1,I-speech,
270,2,B-text,
270,2,I-text,
270,2,I-text,
270,2,I-text,
270,2,I-text,
270,2,I-text,
270,3,H-speech,[hidden]
270,3,I-speech,
270,3,I-speech,
270,3,I-speech,
270,3,I-speech,
270,3,I-speech,
270,999,B-footer,
271,0,B-header,
271,0,I-header,
271,0,I-header,
271,0,I-header,
271,1,H-speech,[hidden]
271,1,I-speech,
271,2,B-speech,Corbino
271,3,B-speech,Presidente
271,4,B-speech,Corbino
271,4,I-speech,
271,5,B-speech,Presidente
271,5,I-speech,
271,6,B-speech,Corbino
271,7,B-speech,"De Cupis, relatore"
271,8,B-speech,Presidente
271,9,B-speech,"De Cupis, relatore"
271,9,I-speech,
272,0,B-header,
272,0,I-header,
272,0,I-header,
272,0,I-header,
272,1,H-speech,[hidden]
272,1,I-speech,
272,1,I-speech,
272,1,I-speech,
272,2,B-speech,Rizzo
272,3,B-speech,Presidente
272,4,B-speech,Rizzo
272,5,B-speech,Presidente
272,6,B-description,
272,7,B-speech,Guerci
272,8,B-speech,Presidente
272,9,B-speech,Guerci
272,10,B-speech,Presidente
272,11,B-speech,Palatini
272,12,B-speech,Presidente
272,13,B-speech,Palatini
272,14,B-speech,"Picardi, ministro d'agricoltura e commercio"
272,14,I-speech,
272,14,I-speech,
272,15,B-speech,Palatini
272,16,B-speech,Luzzatti Luigi
272,17,B-speech,Presidente
272,18,B-speech,Luzzatti Luigi
272,18,I-speech,
272,18,I-speech,
272,19,B-speech,"Di Broglio, ministro del tesoro"
272,20,B-speech,Presidente
272,20,I-speech,
272,21,B-speech,"Giolitti, ministro dell'interno"
272,22,B-speech,Presidente
273,0,B-header,
273,0,I-header,
273,1,B-description,
273,2,B-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,2,I-article,
273,3,B-speech,Susani
273,4,B-speech,Presidente
273,5,B-speech,Susani
273,6,B-speech,Presidente
273,7,B-speech,Susani
273,7,I-speech,
273,8,B-speech,"Minghetti, relatore"
273,9,B-speech,Susani
273,10,B-speech,"Duchoqué, commissario regio"
273,11,B-speech,"Minghetti, relatore"
273,11,I-speech,
273,12,B-speech,"Duchoqué, commissario regio"
273,13,B-speech,Presidente
273,13,I-speech,
273,13,I-speech,
273,13,I-speech,
273,14,B-description,
273,15,B-article,
273,15,I-article,
273,15,I-article,
274,0,B-header,
274,0,I-header,
274,0,I-header,
274,1,H-speech,[hidden]
274,2,B-speech,Fuschini
274,3,B-speech,"Scelba, Ministro dell'interno"
274,4,B-speech,Presidente
274,5,B-speech,"Scelba, Ministro dell'interno"
274,5,I-speech,
274,6,B-speech,"Uberti, relatore"
274,7,B-speech,Presidente
274,8,B-speech,"Uberti, relatore"
274,9,B-speech,Presidente
274,10,B-speech,Covelli
274,11,B-speech,Presidente
274,12,B-speech,Covelli
274,13,B-speech,Presidente
274,13,I-speech,
274,14,B-description,
274,15,N-speech,[inferred] Presidente
274,16,B-description,
274,17,B-description,
274,18,B-speech,Presidente
274,19,B-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
274,19,I-text,
275,0,B-header,
275,0,I-header,
275,0,I-header,
275,0,I-header,
275,1,H-speech,[hidden]
275,2,B-speech,Mortara
275,3,B-speech,Presidente
275,4,B-speech,Mortara
275,5,B-speech,"Fani, ministro di grazia e giustizia e dei culti"
275,6,B-speech,Presidente
275,7,B-speech,"Fani, ministro di grazia e giustizia e dei culti"
275,8,B-speech,Presidente
275,8,I-speech,
275,9,B-description,
275,10,B-speech,Presidente
275,11,B-article,
275,11,I-article,
275,12,B-description,
275,13,N-speech,[inferred] Presidente
275,14,B-title,
275,15,B-speech,"Leonardi Cattolica, ministro della marina"
275,16,B-speech,Presidente
275,17,B-speech,"Leonardi Cattolica, ministro della marina"
275,17,I-speech,
275,17,I-speech,
275,17,I-speech,
275,18,B-speech,Presidente
275,19,B-title,
275,20,B-speech,Presidente
275,20,I-speech,
275,21,B-speech,"Fani, ministro di grazia e giustizia e dei culti"
275,22,B-speech,Presidente
275,23,B-speechnotext,"Fabrizi, segretario"
275,23,I-speechnotext,
275,24,B-speech,Presidente
275,25,B-speech,Finali
275,26,B-speech,Presidente
275,27,B-speech,Finali
275,27,I-speech,
275,27,I-speech,
275,27,I-speech,
276,0,B-header,
276,0,I-header,
276,0,I-header,
276,0,I-header,
276,1,H-speech,[hidden]
276,1,I-speech,
276,2,B-speech,Presidente
276,3,B-speech,Ministro della guerra
276,3,I-speech,
276,3,I-speech,
276,3,I-speech,
276,3,I-speech,
276,4,U-speech,[unknown] Una voce
276,5,B-speech,Ministro della guerra
276,5,I-speech,
276,6,B-speech,Presidente
276,7,U-speech,[unknown] Molte voci
276,8,B-title,
276,9,B-speech,Presidente
276,10,B-speech,"Depretis, presidente del Consiglio e ministro dell'interno"
276,10,I-speech,
276,11,U-speech,[unknown] Voci
276,12,B-speech,Ministro dell'interno
276,13,U-speech,[unknown] Una voce
276,14,B-speech,Presidente
276,15,B-title,
276,16,U-speech,[unknown] Molte voci
276,17,B-speech,Presidente
276,18,B-speech,Ricotti
276,19,B-speech,Presidente
276,20,B-speech,Massari
276,21,B-speech,Ricotti
276,22,B-description,
276,23,N-speech,[inferred] Presidente
276,24,B-speech,Ricotti
276,25,B-speech,Presidente
276,26,B-speech,Massari
277,0,B-header,
277,0,I-header,
277,0,I-header,
277,1,H-speech,[hidden]
277,1,I-speech,
277,1,I-speech,
277,1,I-speech,
277,1,I-speech,
277,1,I-speech,
277,1,I-speech,
277,1,I-speech,
277,2,B-speech,Presidente
277,3,B-description,
277,4,B-other,
277,4,I-other,
277,4,I-other,
277,5,B-other,
277,999,B-footer,
278,0,B-header,
278,0,I-header,
278,0,I-header,
278,0,I-header,
278,1,H-speech,[hidden]
278,1,I-speech,
278,1,I-speech,
278,1,I-speech,
278,1,I-speech,
278,1,I-speech,
278,2,B-speech,Presidente
278,3,B-speech,Capone
278,3,I-speech,
278,3,I-speech,
278,3,I-speech,
278,3,I-speech,
278,3,I-speech,
278,4,B-speech,"De Donno, relatore"
278,4,I-speech,
278,4,I-speech,
278,4,I-speech,
279,0,B-header,
279,0,I-header,
279,0,I-header,
279,0,I-header,
279,1,B-other,
279,2,B-description,
279,3,B-speech,Gorini
279,4,B-description,
279,5,B-title,
279,6,B-speech,Presidente
279,7,B-description,
279,8,B-title,
279,9,B-speech,Presidente
279,9,I-speech,
279,9,I-speech,
279,9,I-speech,
279,10,B-title,
279,11,B-speech,Presidente
279,11,I-speech,
279,11,I-speech,
279,12,B-speech,"Puppini, Sottosegretario di Stato per le finanze"
279,12,I-speech,
279,12,I-speech,
280,0,B-header,
280,0,I-header,
280,0,I-header,
280,0,I-header,
280,1,H-speech,[hidden]
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
280,1,I-speech,
281,0,B-header,
281,0,I-header,
281,0,I-header,
281,0,I-header,
281,1,B-article,
281,1,I-article,
281,2,B-description,
281,3,B-article,
281,3,I-article,
281,3,I-article,
281,4,B-description,
281,5,B-article,
281,5,I-article,
281,6,B-description,
281,7,B-article,
281,7,I-article,
281,8,B-description,
281,9,B-article,
281,9,I-article,
281,9,I-article,
281,10,B-description,
281,11,B-article,
281,11,I-article,
281,11,I-article,
281,11,I-article,
281,11,I-article,
281,12,B-description,
281,13,B-article,
281,13,I-article,
281,14,B-description,
281,15,B-article,
281,15,I-article,
282,0,B-header,
282,0,I-header,
282,0,I-header,
282,0,I-header,
282,1,B-speech,Coris
282,2,B-speech,Presidente
282,2,I-speech,
282,2,I-speech,
282,3,B-speech,Coris
282,4,B-speech,Presidente
282,5,B-speech,Coris
282,5,I-speech,
282,5,I-speech,
282,5,I-speech,
282,5,I-speech,
282,6,B-speech,Presidente
282,7,B-speech,Coris
282,7,I-speech,
282,8,B-speech,Presidente
282,9,B-speech,Coris
282,10,B-speech,Presidente
282,11,B-text,
282,12,N-speech,[inferred] Presidente
282,13,B-description,
282,14,N-speech,[inferred] Presidente
284,0,B-header,
284,0,I-header,
284,0,I-header,
284,0,I-header,
284,1,B-speech,Presidente
284,2,B-title,
284,3,B-speech,Presidente
284,4,B-speechnotext,"Taverna, segretario"
284,5,B-title,
284,6,B-speech,Presidente
284,6,I-speech,
284,7,B-description,
284,8,B-title,
284,9,B-speech,Presidente
284,10,B-title,
284,11,B-speech,Presidente
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,11,I-speech,
284,12,B-description,
284,13,N-speech,[inferred] Presidente
284,13,I-speech,
284,13,I-speech,
284,13,I-speech,
284,13,I-speech,
284,13,I-speech,
284,13,I-speech,
285,0,B-header,
285,0,I-header,
285,1,H-speech,[hidden]
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
285,1,I-speech,
286,0,B-header,
286,0,I-header,
286,0,I-header,
286,0,I-header,
286,1,H-speech,[hidden]
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
286,1,I-speech,
287,0,B-header,
287,0,I-header,
287,0,I-header,
287,0,I-header,
287,1,H-speech,[hidden]
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
287,1,I-speech,
288,0,B-header,
288,0,I-header,
288,1,H-speech,[hidden]
288,1,I-speech,
288,1,I-speech,
288,1,I-speech,
288,1,I-speech,
288,1,I-speech,
288,1,I-speech,
288,1,I-speech,
288,2,B-speech,"Mari, relatore"
288,2,I-speech,
288,2,I-speech,
288,3,B-speech,Crotti di Costigliole
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
288,3,I-speech,
289,0,B-header,
289,0,I-header,
289,0,I-header,
289,0,I-header,
289,1,B-other,
289,1,I-other,
289,1,I-other,
289,1,I-other,
290,0,B-header,
290,0,I-header,
290,0,I-header,
290,0,I-header,
290,1,H-speech,[hidden]
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,1,I-speech,
290,2,B-speech,Presidente
290,3,B-speech,Presidente del Consiglio
290,3,I-speech,
290,3,I-speech,
290,3,I-speech,
290,3,I-speech,
290,3,I-speech,
290,3,I-speech,
290,3,I-speech,
291,0,B-header,
291,0,I-header,
291,0,I-header,
291,0,I-header,
291,1,H-speech,[hidden]
291,1,I-speech,
291,1,I-speech,
291,1,I-speech,
291,2,B-text,Colosimo - Facta
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,2,I-text,
291,3,B-other,
291,4,B-speech,Presidente
291,4,I-speech,
291,5,B-title,
291,6,B-speech,Presidente
291,6,I-speech,
291,7,B-speech,"Frascara, segretario"
291,8,B-article,
291,8,I-article,
291,9,B-other,
291,9,I-other,
291,9,I-other,
291,9,I-other,
291,9,I-other,
291,9,I-other,
291,9,I-other,
291,9,I-other,
292,0,B-header,
292,0,I-header,
292,1,H-speech,[hidden]
292,2,B-speech,Presidente
292,3,B-speech,La Porta
292,3,I-speech,
292,4,B-speech,"Lanza, ministro per l'interno"
292,4,I-speech,
292,4,I-speech,
292,4,I-speech,
292,4,I-speech,
292,5,B-speech,Ranieri
292,6,B-speech,Presidente
292,7,B-speech,La Porta
292,8,B-speech,Presidente
292,9,B-speech,Ranieri
292,9,I-speech,
292,10,B-speech,Presidente
292,10,I-speech,
292,10,I-speech,
292,11,B-speech,"Lanza, ministro per l'interno"
292,12,B-speech,Venturelli
292,13,B-speech,Presidente
292,13,I-speech,
292,14,B-speech,Venturelli
292,15,B-speech,Presidente
292,16,B-speech,Venturelli
292,16,I-speech,
292,17,B-speech,Presidente
292,17,I-speech,
292,18,B-speech,Lazzaro
292,19,B-speech,Presidente
292,20,B-description,
292,21,B-speech,Bertea
292,21,I-speech,
294,0,B-header,
294,0,I-header,
294,0,I-header,
294,0,I-header,
294,1,H-speech,[hidden]
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
294,1,I-speech,
295,0,B-header,
295,0,I-header,
295,0,I-header,
295,0,I-header,
295,1,H-speech,[hidden]
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
295,1,I-speech,
296,0,B-header,
296,0,I-header,
296,0,I-header,
296,0,I-header,
296,1,B-text,Caporali
296,1,I-text,
296,2,B-text,Caporali
296,2,I-text,
296,3,B-text,Congiu
296,3,I-text,
296,4,B-text,Congiu
296,4,I-text,
296,5,B-text,Saraceni
296,5,I-text,
296,5,I-text,
296,6,B-text,Centurione
296,6,I-text,
296,7,B-text,Sciacca-Giardina
296,7,I-text,
296,8,B-text,Loero
296,8,I-text,
296,9,B-text,Parodi
296,9,I-text,
297,0,B-header,
297,0,I-header,
297,0,I-header,
297,0,I-header,
297,1,H-speech,[hidden]
297,1,I-speech,
297,1,I-speech,
297,2,B-speech,Presidente
297,3,B-speech,Costantini
297,3,I-speech,
297,4,B-title,
297,5,B-speech,Presidente
297,6,B-speech,"Cairoli, presidente del Consiglio"
297,7,B-speech,Presidente
297,8,B-title,
297,9,B-speech,Presidente
297,10,B-speech,Biancheri
297,11,B-speech,Lanza
297,12,B-speech,Biancheri
297,12,I-speech,
297,999,B-footer,
298,0,B-header,
298,0,I-header,
298,0,I-header,
298,0,I-header,
298,1,H-speech,[hidden]
298,1,I-speech,
298,1,I-speech,
298,1,I-speech,
298,1,I-speech,
298,2,B-speech,Presidente
298,3,B-speech,"Villari, ministro dell'istruzione pubblica"
298,3,I-speech,
298,3,I-speech,
298,3,I-speech,
298,3,I-speech,
298,3,I-speech,
299,0,B-header,
299,0,I-header,
299,0,I-header,
299,0,I-header,
299,1,H-speech,[hidden]
299,1,I-speech,
299,1,I-speech,
299,1,I-speech,
299,1,I-speech,
299,1,I-speech,
299,1,I-speech,
299,1,I-speech,
299,1,I-speech,
300,0,B-header,
300,0,I-header,
300,0,I-header,
300,0,I-header,
300,1,H-speech,[hidden]
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
300,1,I-speech,
